,text,like
344,米J&amp;Jコロナワクチン、日本の治験も一時中断https://t.co/0XAxai5OLX,0
345,横浜駅近くで土砂崩落、作業員心肺停止ビル建設現場https://t.co/IRiyRkmJEp,0
346,ヤフートラベル、「GoTo」補助上限を元通りにhttps://t.co/vvQxnw5CV3,0
347,【日経特報】再生エネ「主力電源に」経産相、蓄電池などに投資https://t.co/oseiO69MOb,0
348,アルバイトに賞与なし、不合理と認めず最高裁判断https://t.co/hRgd4NSIcG,1
349,J&amp;J、コロナワクチン最終治験中断原因不明の病気でhttps://t.co/kofVukSgUt,0
350,AIアナが読むニュース昼の4本https://t.co/QjP6mL5Nvh,0
351,中国、9月の輸出9.9%増マスクやパソコン好調https://t.co/4n2YT7UpJp,0
352,エアアジア、政府保証で250億円借り入れ運転資金確保https://t.co/uQnOFoZncc,0
353,きょう10月13日昼の日経電子版トップ（https://t.co/GBUDQZ6vo1）3本です。GoToトラベル、予算を追加配分割引減額問題でhttps://t.co/vj2z9m7cQF自社アプリの情報配信から… https://t.co/rwMnhbvja6,0
354,中国が南シナ海スカボロー礁の実効支配をフィリピンから奪った時と似る、いまの尖閣諸島の状況。米軍の介入を許さないまま、すばやく尖閣を占領するシナリオも指摘されています。https://t.co/JKFzfr96eX,0
355,旅行予約サイトが割引原資不足で上限を引き下げている「GoToトラベル」をめぐり、予算の追加配分を国土交通相が表明。すべての旅行事業者が代金の35%分、1人1泊最大1万4000円分の割引を維持できるようにします。https://t.co/VogrACHRBE,0
356,参加者が原因不明の病気に。新型コロナウイルスワクチンの最終段階の臨床試験（治験）に入ったばかりのジョンソン・エンド・ジョンソン（J&amp;J）が、治験を一時中断しました。https://t.co/bCgT9tQdu7,1
357,銀行店舗での待ち時間を減らし、コロナ感染を防ぎ事務も効率化。来店時の予約制度を三井住友銀行が7月から全店舗で導入したのに続き、三菱UFJ銀行も12月から取り入れます。https://t.co/SrdDQXTweG,0
358,横2.6mm×縦1.4mm×厚さ0.55mmで、従来品より体積を約20%削減。ボタンを押して信号を入力する部品「タクティルスイッチ」で世界最小クラスをシチズン電子が実現、小型ウエアラブル機器やスマホ用途を見込みます。https://t.co/sQebC8pkkg,0
359,「1億円があっという間に500万円に。含み益は何の価値もない、キャッシュしか信用できないと思い知った。今の経営にも生きている」。日本電産の永守重信氏が株式投資を語ります。https://t.co/53thuJ5lYP,1
360,老後資金が不安ならまずは公的年金を増やそうhttps://t.co/UOlgQ7bDFa,0
361,在宅ニーズでパソコン復権「割高でも高機能」志向にhttps://t.co/gkVoDketxZ,0
362,星野リゾート、21年に中国進出鹿児島・大分にも開業https://t.co/6eIYoRagHz,1
363,中国、尖閣奪取シナリオも海保の2倍の公船で圧力https://t.co/01Ua81HCtY,0
364,「中国人民解放軍は、一部で米軍を追い越している」「台湾が次の香港になる可能性を排除できない」。経済を武器に軍事や外交で世界への影響力を強める「強権の中国」を追います。https://t.co/7LLaXHWsCK,0
365,自社アプリの情報配信から撤退Cチャンネルやコーセーhttps://t.co/6do485QpIU,0
366,私たちがよく耳にする「物価」や「物価指数」とは何を指すのでしょうか？モノやサービスの値段の変動を読み解くことで、これからの景気の流れをつかむヒントが見えてきます。#日経STORY学び×価格のフシギ(2)https://t.co/WT8rOmPBEk,0
367,上場時に資金を調達する一方、その時点では事業の実体を持たない「空箱」で、有望な会社を将来見つけて買収する「特別買収目的会社（SPAC）」。ソフトバンクグループが設立を計画していることを明らかにしました。https://t.co/8QXpJpUqLl,0
368,日経平均、利益確定売り優勢に鉱業・石油株が下落 https://t.co/nb8L7uwBeg,0
369,医薬卸談合疑い、大手4社を捜索東京地検・公取委https://t.co/K0ABv2izP5,0
370,GoToトラベル、予算を追加配分へ割引減額問題でhttps://t.co/on17jso81N,0
371,「名曲は宝物」と歌手ら筒美京平さん悼む声相次ぐ https://t.co/7rmF4knlJ9,0
372,大阪都構想、期日前投票始まる31日まで https://t.co/dwzbAuNCXI,0
373,スピード違反捏造疑い警官逮捕、反則金返還へ北海道https://t.co/vZNDvymgDh,0
374,ニッポン素材、世界支える縁の下銘柄の底力https://t.co/78YBp9DKNq,0
375,伊藤園、「普通株高・優先株安」の悩みhttps://t.co/lyPhEXvi0c,0
376,日経平均、反発で始まる米ハイテク株高を好感https://t.co/AVh23EMNMc,0
377,けさ10月13日の日経電子版トップ（https://t.co/XkoX8w9RWy）3本です。中国の高圧外交に身構え130カ国「最大貿易相手」https://t.co/kDA7uiS2ddコロナ下経済出張や会食、… https://t.co/LYMPtEvxk2,0
378,ソフトバンクG、買収目的の「空箱」設立へ米報道https://t.co/KKSVW7MZvI,0
379,トランプ氏が激戦州で選挙集会感染後初、経済再生訴えhttps://t.co/n1YWpyOWxe,0
380,勝手な書式設定や文字あふれ… Wordのイライラ解消法https://t.co/EBh1hwOzAT,1
381,東京海上もネット完結の保険契約や支払書類を電子化https://t.co/a3523W7Xaq,0
382,三菱自動車、冬のボーナス2割引き下げ今春合意からhttps://t.co/uLhwrtuw6e,0
383,株高が映す 米大統領選の波乱警戒後退（NY特急便）https://t.co/4094sayyJD,0
384,日経平均、米株高で投資家心理改善（先読み株式相場）https://t.co/iUuxfnyIDm,0
385,政治、経済から科学技術まであらゆる分野で影響力を高める中国。国内では統制を強め、周辺地域でも領土拡張の野心がにじむ行動を続けています。中国はなぜ強気の外交をとれるのでしょうか。10月13日、日本経済新聞朝刊のポイントをお届けしま… https://t.co/DI3hx44XfN,0
386,シカゴ日経平均先物が反発、55円高の2万3615円https://t.co/q7JqbiGjkj,0
387,トランプ氏、コロナ検査で陰性回復アピールhttps://t.co/sAoAw1EdPq,0
388,英、3段階のコロナ規制導入国全土の再封鎖は回避https://t.co/6NaOVjUV4Z,0
389,「使い勝手の悪いテレワーク環境は生産性を落とす」「『社内なら安全』との考え方を残していた反省」。NTTコミュニケーションズの「ゼロトラスト（信用しない）」型対策です。https://t.co/iWddbfdOha,0
390,NYダウ続伸、ハイテクや金融株に買いhttps://t.co/iXTxQoa7Uv,0
391,三菱UFJ、12月から来店予約三井住友や新生で先行https://t.co/nsgIC8G5m2,0
392,Facebook、「ホロコースト否定」を削除https://t.co/fYYcbn7nMe,0
393,Apple優位の日本市場、5Gスマホ発表で牙城強固にhttps://t.co/HOrReMwp1Z,0
394,電子署名、脱ハンコで急拡大3年後、200億円市場にhttps://t.co/tHR1fW4f2a,1
395,日本電産・永守氏株空売りで大失敗、成功の原点https://t.co/O7P2nkBGxX,0
396,コロナ下経済 回復まだら出張や会食、自粛なお続くhttps://t.co/gcBpeQMvtd,0
397,菅首相と「大乱世」閣僚に競わせ政策推進https://t.co/r4udqpVIIO,0
398,スポーツ、バーチャル大会も魅力十分新たな観戦方法もhttps://t.co/Bjq8cxhYMD,0
399,自民・甘利氏「学術会議、政府から独立を」https://t.co/0AQP9lEGaa,1
400,値段の動きをつかもう物価指数から景気が見えるhttps://t.co/GYEPQ5dG7R,0
401,中国の高圧外交、身構える世界130カ国「最大の貿易相手」https://t.co/865EJ6OLuW,0
402,お参りもキャッシュレスで東本願寺、賽銭カード決済https://t.co/2Qb40wZk6k,1
403,全銀協会長に坂井氏起用へhttps://t.co/ULu2N5tUX1,0
404,「米国版はやぶさ」着陸へ予算は3倍、日本のリードは？https://t.co/2U97WUR6SE,0
405,オーナー企業への税優遇、実態と乖離も 会計検査院指摘https://t.co/BwSeHSGCpK,0
406,「宗教画として非常に大胆で独創的な絵が平安期に描かれ、残っていることに驚いた」。平等院（京都府宇治市）が鳳凰堂の旧中央扉内側を光学調査し、複数の菩薩が描かれた「来迎図」を確認しました。https://t.co/LnhyJDqJhF,0
407,郵便投票急増、集計遅れ必至米大統領選https://t.co/KoyFzq80c9,0
408,AWSやMicrosoft Azure、Google Cloud Platformが日本市場も席巻。NTTコミュニケーションズ（NTTコム）は「Cloudn」終了を決めるなか、富士通がクラウドの大幅な値下げで勝負に出ます。（会員向… https://t.co/hiOhm7hFgR,1
409,安川株安、出ばなくじく業績回復の織り込み過ぎ警戒https://t.co/GRentWE7uy,0
410,「トランプさんのおかげで、我々は技術を自力で開発する決心がついた」。アメリカによる輸出規制と「技術の世代交代」のなか、中国の半導体業界がどう動いているかを探ります。https://t.co/BWm4SsIOLi,0
411,「魚自身がうまいのは（漁の最盛期である春より）秋」「身が真っ白に見えるくらい脂が乗っている」。この秋、豊漁のニシン。サンマの2倍近い重量ながらサンマの半値以下です。https://t.co/GnYJ5th5PE,1
412,中国ネット企業、アラフォーが担う「第2世代」台頭https://t.co/EuqORCj6eC,0
413,コロナ下での吉村洋文府知事への支持。公明党の賛成。維新と良好な関係を築く菅義偉氏が首相に。2015年の住民投票では僅差で否決された大阪都構想。2度目となる今回は当時と違った追い風があります。https://t.co/rpMalsdNkV,0
414,車のオンライン購入、コロナ禍とスタートアップが促すhttps://t.co/G5Bn6xMJhe,0
415,PS5分解巨大ファン健在、液体金属の熱伝導材もhttps://t.co/pTu8b5oWza,0
416,人民元、海外マネー呼ぶ1年半ぶり対ドル高値https://t.co/KePJWFeNea,0
417,「いつの間にか割引額が減っていた」。GoToトラベル割引商品の一時販売停止や、利用回数・額の制限に動く宿泊予約サイト。需要が大幅に膨らみ、原資に余裕がなくなっています。https://t.co/KeJUvIAsIK,1
418,［社説］北は米大統領選を機に転換をhttps://t.co/avaeoiKjHC,0
419,［社説］デジタル通貨の国際競争に日銀も備えよhttps://t.co/Qe1DeO89f3,0
420,ノーベル経済学賞に2氏オークション理論発展に貢献https://t.co/NrliSADHBm,0
421,AIアナが読むニュース夕方の4本https://t.co/aMPN8WvnCD,0
422,最低税率設定やデジタル課税で税収8兆円増OECD試算https://t.co/brE2EA15Xy,0
423,日本は今、世界で最も魅力的な市場」。カナダの大手不動産ファンド、ベントール・グリーンオークが日本に今後23年で最大1兆円を投資。アジア系PAGも最大8000億円を投じます。#日経イブニングスクープhttps://t.co/s2JVJ2mdxn,1
424,筒美京平さんJポップの基礎作ったヒットメーカーhttps://t.co/lEp8nV5kz9,0
425,カナダ不動産ファンド、日本で1兆円投資企業売却受け皿にhttps://t.co/XEy8qD3LiQ,0
426,大阪都構想菅政権誕生が追い風、公明党も賛成https://t.co/snNJxiPnqB,0
427,東京都、新たに78人感染新型コロナhttps://t.co/aIcr34Io9b,0
428,見てわかる大阪都構想曲折10年、議論は決着へhttps://t.co/D0R3uWwtqB,0
429,筒美京平さん死去昭和歌謡代表する作曲家「また逢う日まで」https://t.co/kjHtAjke7q,0
430,GoToトラベル、割引停止や制限相次ぐ予約サイトhttps://t.co/R8QpsQZ9bx,1
431,凸版印刷、画面に触れず操作可能なディスプレーhttps://t.co/nq2PVHWmNu,0
432,海洋プラごみ、解決のカギは漁具クラレが新素材開発https://t.co/M9wWbP9ObM,1
433,大谷の戸惑い試合中の映像確認禁止、不振の一因にhttps://t.co/Cdn8xIvJAb,0
434,AIアナが読むニュース昼の4本https://t.co/buDWftVPcq,0
435,きょう10月12日昼の日経電子版トップ（https://t.co/ycwxSlJkv8）3本です。国際金融都市首相、東京・大阪・福岡競わせるhttps://t.co/454GcGIsBA中国、半導体自立に活路「ム… https://t.co/bwatqLfwlD,0
436,「Apple（アップル）や任天堂など大ヒットすると部品を大量供給する顧客を抱え、投資がかさむ」。ミネベアミツミ株が「ニンテンドースイッチ」の追い風に乗れない背景を探ります。https://t.co/PxFVjGxD6g,0
437,経営幹部が若手社員から最新技術などを学ぶ「リバースメンタリング」。経営幹部が選んだ本を新入社員が読み、オンラインで意見交換。互いの交流を促す住友化学の取り組みです。https://t.co/O4ZPavVgtQ,0
438,「部品点数も含めて無駄がなく、結果として不良が少なく、高品質で完成度の高い製品」を意味する「美しい設計」。ソニー・インタラクティブエンタテインメントが、プレステ5（PS5）の分解動画を公開しました。https://t.co/ObOb6w1jfX,1
439,「通常では起こらない倒産が、コロナ禍では次々と発生しているのが現状」。コロナ倒産の時期や地域、業種などの特徴を、帝国データバンクの担当者が解説します。https://t.co/7HH5MkCn0k,0
440,中央銀行、金買い鈍化鮮明8月は1年半ぶり売却転換https://t.co/l5GaedkcKC,0
441,価格のメカニズムが分かればビジネスにも生きる――。私たちの生活や企業業績に大きな影響を与えるモノやサービスの値段。市場価格の専門家であるマーケット・リスク・アドバイザリーの新村直弘さんと大崎将行さんが解説します。… https://t.co/0W4KNnf2ac,1
442,コロナで非接触の需要が高まるなか、画面に触れなくても空中で指をかざすと操作できるディスプレーを凸版印刷が開発。ATMや食品工場への導入を目指すほか、エレベーターのボタンや自動販売機にも搭載可能です。https://t.co/CxUctVdugv,1
443,「ヤクルト、空費の20年間 ダノンと資本関係解消」の英文記事をNikkei Asia @NikkeiAsia に掲載しています。 Yakult and Danone end disappointing 20-year ca… https://t.co/mV0uKm88rp,0
444,「mmhmm（ンーフー）」「Remo（リモ）」……。多様化するビデオ会議のニーズを狙う「ポストZoom」の動き。ハーバード・ビジネス・スクールのディベート型授業システムも注目されています。https://t.co/1lubZgfufV,0
445,コロナ倒産の深層寒風は中小零細に強く吹くhttps://t.co/yrq8zHzZWy,0
446,マンダム、強い財務でケアするアジア女性開拓https://t.co/uBE1J3xGhz,0
447,NTTコム、1.4万人のテレワーク支える「ゼロトラスト」https://t.co/MqmE60MWlY,0
448,iDeCo受け取りの節税術2つの控除枠フル活用https://t.co/SWAoo1cKIs,0
449,クラウドを最大81%値下げ攻勢かける富士通の思惑https://t.co/E6zsbxdZ1J,0
450,中国、半導体自立に活路「ムーアの法則」変質でhttps://t.co/3YTBHgDBpd,0
451,「他人への伝染リスクはなくなった」と主治医。「私はコロナに感染せず（免疫がある）……」とトランプ大統領。お墨付きを得て、アメリカ大統領選挙の激戦州である南部フロリダ州で選挙集会を再開する予定です。… https://t.co/QJPkI6y7K9,0
452,エディ・ヴァン・ヘイレンさん変則こそトップの道https://t.co/ndQcxuNwoM,0
453,台風14号が熱帯低気圧にhttps://t.co/jAsGV57NDp,0
454,台風19号上陸1年7000人超避難生活各地で追悼式https://t.co/RLjgftAkNC,0
455,金融庁、第一生命に報告命令営業職員の19億円詐取https://t.co/020IbjJjow,1
456,機械受注、8月0.2%増、2カ月連続増も水準低くhttps://t.co/NX2mrZTqWH,0
457,日経平均続落、下げ幅一時100円超米経済対策に懸念 https://t.co/HZOUS58F3A,0
458,機械受注、8月0.2%増市場予測は1.0%減https://t.co/kiIPUsWHef,0
459,ペット・高級ポップコーン…コロナ下のなるほど消費https://t.co/4UI7zMjdvA,0
460,デニーズ、東京に宅配・持ち帰りの小型店https://t.co/ssLBk081yN,0
461,日経平均、続落して始まる30円安の2万3588円https://t.co/EZsKIS9Dr8,0
462,大阪市、再編か存続か都構想の住民投票が告示 https://t.co/ABnQx6UbFt,0
463,けさ10月12日の日経電子版トップ（https://t.co/cDAIOHS0bX）3本です。「在宅無理」は幻想コールセンター改革https://t.co/H9nE9Lz8mn5Gスマホそろい踏みApple、新型… https://t.co/fK5pARYTU4,0
464,「想定してこなかったことが起きている。大量の雨が降れば、東京都心でも水没する可能性はある」。東日本を中心に甚大な被害をもたらした2019年の台風19号上陸から1年を機に、水害の脅威と備えを考えます。https://t.co/WpXZAqIXDT,1
465,エディ・ヴァン・ヘイレンさん変則こそトップの道 https://t.co/EEuhmAymy7,0
466,SOMPO・米パランティア、医療・金融のDX支援https://t.co/3Y5h1iJ24r,0
467,廃棄物を再利用し、製造コストや環境負荷を抑えられるのが特徴。丸紅がカナダで、鉱物が残留する鉱石や土砂から抽出する新製法でマグネシウムの生産を始めます。https://t.co/namANsdd2Z,0
468,日本に世界の金融ハブをつくる「国際金融都市構想」で東京、大阪、福岡を競わせる菅義偉首相。海外から高度人材を呼び込むため、減税措置や在留資格の特例制度を検討します。https://t.co/IinANlCCoe,1
469,トランプ氏、コロナ伝染リスクなし12日から本格集会https://t.co/sjgFLsPPUa,0
470,解約や口座振替…地銀で押印不要の手続き広がるhttps://t.co/ROYfxBKZgB,0
471,若手が幹部を逆指導住友化学、社内交流で双方に刺激https://t.co/Ws2XLypExU,1
472,日経平均、半導体と中国関連に注目（先読み株式相場）https://t.co/8afXoIEFbV,0
473,毎月の住宅ローン返済負担を軽くするため、購入時の借入額と将来価値の差額のみ返済する「残価設定型」を普及へ。民間の金融機関が参加するモデル事業を国土交通省が始めます。住宅に残価設定ローン、返済負担を軽減官民で開発… https://t.co/ESx1m4uLxK,1
474,コンピューターで「温暖化の影響がある現実の地球」と「温暖化の影響がない架空の地球」を再現。自然の複雑さと向き合い、異常気象の原因を突き止めた研究者の取り組みです。https://t.co/Sz7bNGqQWB,0
475,プライバシー保護の一方、児童犯罪などへの悪用を懸念。対話アプリのメッセージ暗号化の見直しをFacebook（フェイスブック）などテクノロジー企業に求める声明に、イギリスやアメリカ、日本など7カ国が署名しました。https://t.co/FvLAGyycAb,0
476,一足先に投入したマツダの技術と比べ「コストが安い」。スバルが新型水平対向（ボクサー）ガソリンエンジンで実現したリーンバーン（希薄燃焼）の特徴や狙いを探ります。https://t.co/fhHm6we5jp,0
477,さまよう投資家、金利はどこにhttps://t.co/4SdwOlWXgI,0
478,2000年→2018年の大学部門の研究開発費はアメリカやドイツ1.8倍、中国10.2倍に対し、日本は1.0倍と伸びず。上位大学への「選択と集中」政策と日本の研究力の低下について考えます。https://t.co/P7stgXZwKL,1
479,韓国地裁支部が元徴用工訴訟で、資産差し押さえの関連書類が日本製鉄（旧新日鉄住金）に届いたとみなす「公示送達」の手続き。効力が発生する12月以降、現金化に向け資産鑑定を経て売却命令の手続きに入ります。https://t.co/ioxwBL6mrz,0
480,今週（~10/17）の主な予定です。12日（月）大阪都構想の是非を問う大阪市の住民投票の告示、ノーベル経済学賞発表13日（火）米アップルが新型iPhone発表14日（水）20カ国・地域（G20）財務相・中央銀行総裁会議15… https://t.co/53wYBBajyj,0
481,「国際金融都市構想」実現へ首相、3都市競わせるhttps://t.co/QTBBgPJ8rg,1
482,住宅に残価設定ローン、返済負担を軽減官民で開発https://t.co/IbcHW0H0eY,1
483,「在宅無理」は幻想損保ジャパンのコールセンター改革https://t.co/KtXuNuwG31,0
484,ゲイツ氏警鐘コロナワクチン国家間格差、死者倍増もhttps://t.co/50n1oWedwX,0
485,大阪市 再編か存続か2度目の住民投票、きょう告示https://t.co/YFxZBxzkIN,0
486,上方修正の企業数に注目49月期決算https://t.co/bDYPDTOARM,0
487,丸紅、鉱山の「ごみ」からマグネシウム抽出https://t.co/haTJOUMmdg,1
488,ミネベア、「Switch」好調を喜べぬM&amp;Aのジレンマhttps://t.co/az9X41PCxH,0
489,ポストZoomを競うビデオ会議システム、勝者は誰かhttps://t.co/SvG0bXK5Dn,0
490,ナダル4連覇全仏テニス、四大大会最多並ぶ20度目Vhttps://t.co/VVfBDhglmw,1
491,5Gスマホそろい踏みへ、アップル新型iPhone発表かhttps://t.co/ohK2eHdbBm,0
492,値段はどう決まる？原材料から始まる需給の攻防https://t.co/prx2GZSFE1,0
493,カネテツ「てっちゃん」70歳洒脱なかまぼこ男子https://t.co/9jC7yzjn2G,1
494,ダイハツ新型「タフト」運転席から青空臨む開放感https://t.co/VSfRdAAkcU,0
495,テレワークでサマになる変化自在のカーディガンhttps://t.co/Mgf3sS51e8,0
496,「日本の若手研究者が置かれた環境は日米欧中で最も苦しい」「大学交付金を削減したのが大きな間違いだった」。研究力低下が止まらない日本。科学技術落日の四半世紀を探ります。https://t.co/emdYJ6INGM,1
497,ソニーのスマートウオッチ、事業モデル転換の狙い https://t.co/afScj5mx3k,1
498,５Ｇスマホ部品サバイバル村田、小型化極め存在感 https://t.co/mrfAUwXHmy,1
499,「彼らと握手する日が来るなんて」。1975年のポテトチップス発売に端を発した長い確執を経て手を組んだカルビーと、農協組織ホクレン。背景には日本の農業の厳しい現実があります。https://t.co/phsFok8hfQ,1
500,テレワークの生産性、分かれる評価向上31％・低下26％ https://t.co/aXYe0UhUi9,1
501,気軽に気分転換オンラインバスツアーに参加してみたhttps://t.co/ZkUSfrAFtz,0
502,首都圏「近場の田舎」移住人気高まるコロナ禍機にhttps://t.co/HvkUX2uTwk,1
503,"Hi,Speed――。日本時間10月14日未明のイベントで、5G対応iPhoneの発表を示唆しているApple（アップル）。Samsung（サムスン）などに出遅れること約1年半、「本命」の登場で5Gスマホの普及に弾みがつきそうです… https://t.co/pA2RNmZfa0",0
504,カインズ、表参道にデジタル拠点IT人材獲得へhttps://t.co/0c3s66ZipL,0
505,自動車の色、塗らずに貼る町工場発の省エネ革命 https://t.co/9N4LFgR6v2,1
506,対話アプリ、暗号化見直しで声明日米英など7カ国https://t.co/CSNa7RPfAb,0
507,住宅ローン減税「１％控除」の妥当性 https://t.co/fUIMWBuFht,0
508,コロナで広がる自転車通勤専用道や通勤手当が課題https://t.co/oiV9Iq2Sqc,1
509,デジタル本人確認、マイナンバーカードしか認めない？ https://t.co/qn69CHIoFd,0
510,日経BP「ESGブランド調査」、トヨタが首位 https://t.co/Cncz0GhT1S,0
511,三越伊勢丹が「デジタル外商」富裕層の消費深掘り https://t.co/fkXIyrGuWz,1
512,クラシック界コロナ禍から生まれた新表現https://t.co/8leOmvizUl,0
513,データ検索、数百倍速くスタートアップのAOTが開発 https://t.co/53Om5y3dM1,0
514,オーナー確保親族承継のみでは限界https://t.co/Zo6Fmqhpk7,0
515,中国船が日本漁船に接近尖閣周辺の領海https://t.co/CCyeyYXZFH,0
516,土地持ち銘柄、コロナで脚光物言う株主の攻勢に思惑 https://t.co/SJHnZuq0Kp,0
517,新しい電話会社つくる小野寺正さん「私の履歴書」https://t.co/FS5u5Yi5HY,0
518,ウエディング、探る新常態客席「NO密」で縁濃密にhttps://t.co/v6LpMxQQ5i,0
519,新型ICBMは多弾頭型の可能性北朝鮮、開発は途上https://t.co/giiwfWNLyJ,0
520,古代エジプト絵画様式美を生み守った無名の画家たちhttps://t.co/LacXHwheYG,0
521,回復続く中国経済9月の貿易統計発表へhttps://t.co/WiyP5gOkGJ,0
522,東京都で新たに146人感染新型コロナhttps://t.co/59dv4er2RG,0
523,インド、コロナ感染者700万人突破新規は鈍化傾向https://t.co/OlhoFhTdgC,0
524,米英、渡航制限の緩和協議クリスマス休暇にもhttps://t.co/rkySMEujki,0
525,野口さん宇宙船は11月以降追加点検で打ち上げ延期https://t.co/BRZw2GZuSN,0
526,海外勢に静かに広がる「日本株推し」https://t.co/gE6bzukD9E,1
527,AIアナが読むニュースきょうの4本https://t.co/eAtbhcu9MC,0
528,日々の思いを花に託して、詩画作家星野富弘さんhttps://t.co/OmveIfWHnF,0
529,日清食品、大塚HDなど大手6社がフードテック推進https://t.co/qWuDDduki8,1
530,東宝、映画館の全面稼働探る「鬼滅の刃」試金石にhttps://t.co/puwZlEds1g,0
531,台風19号から1年相次ぐ風水害「被害想像し備えを」https://t.co/oPYEg1Bscq,0
532,「トランプ氏、コロナ伝染リスクなし」主治医が見解https://t.co/46PAKJneCt,0
533,「フェイスブックの暗号化、日米英などが見直し要求へ」の英文記事をNikkei Asia @NikkeiAsia に掲載しています。 Five Eyes and Japan call for Facebook backdoo… https://t.co/L88tOeMa7t,0
534,「法の支配」途上国に根付け弁護士入江克典https://t.co/vJCIiuel0y,0
535,元徴用工訴訟、資産現金化へ新たな手続き韓国地裁https://t.co/dhNH12lvP0,0
536,ノーベル経済学賞、あす発表実証分析が有力かhttps://t.co/MvbiCxYMUV,0
537,どうなった？「Brexit後」交渉 15日からEU首脳会議https://t.co/ovTkEc51pL,0
538,人事評価、誰の意見が正しい？史記に残る親子の教訓https://t.co/z2WZJRjpNg,0
539,唐揚げの下味、アヒージョ……ドレッシングを幅広くhttps://t.co/kfjo94HQXj,0
540,「火災そのものを抑制する、世界初の泥炭地管理モデル」。AI搭載のカメラが12分で正確な発火位置を検知。世界で続発する大規模な森林火災を防ぐための技術を探ります。https://t.co/JHMFRmf3eX,0
541,大阪都構想どこで判断12日に2度目の住民投票告示https://t.co/Bq3k4jaWy2,0
542,LGBTQを支援セールスフォース、差別への挑戦https://t.co/dYkvE40wpf,0
543,システム障害を検知した段階で朝8時からの注文受け付けを止めれば。受け付けていても、再起動で失効させれば。それができなかった理由は。東証の終日売買停止を振り返ります。https://t.co/RRm5FwRhAM,0
544,見られた映像…トランプ米大統領の入院や国道1号の謎などhttps://t.co/5p5jC5Xt2Z,0
545,トランプ大統領が新型コロナウイルスに感染。全日本空輸（ANA）が希望退職や冬季賞与ゼロ、賃金減額で年収3割減へ。ソニー社名変更の舞台裏。この1週間、日経電子版会員に読まれた記事10本です。https://t.co/XhOppkJPCx,0
546,北の住宅王、土屋公三氏「仕事人秘録」まとめ読みhttps://t.co/4yUdOGCGeh,0
547,脂肪肝が1カ月で……。嘘の体験談で宣伝、広告主を摘発https://t.co/HpPHtnqte7,0
548,台風14号、伊豆諸島南部に最接近一部で記録的大雨https://t.co/3VHAxGl7xC,0
549,「進化と変化を遂げた鹿児島と、しなかった静岡では10年前から歴然と差があった」。茶生産量日本一を長年保っている静岡県が、2位の鹿児島県に猛追されている背景を探ります。https://t.co/9M1LUFG0iX,1
550,生徒の父、世界遺産で大宴会東大寺学園の名物行事https://t.co/ZHVygypvDz,0
551,スバル、水平対向エンジン存続に意地希薄燃焼を実現https://t.co/DJVZjSzvA2,1
552,他人のツイートをそのままリツイートせず、自分の意見を書き加えるよう促す狙い。Twitter（ツイッター）がアメリカ大統領選挙の期間中、リツイート機能を一時的に制限。10月20日からは全世界のユーザーを対象にします。https://t.co/3hbbEkKlo7,1
553,日本生命保険、NEC、ダイキン工業、日本女子大学などが購入を希望。東京大学が国立大学として初めて発行する200億円の大学債は、投資家からの需要が発行額の6倍強の1260億円に達しました。https://t.co/kIXlMHh5tF,1
554,中国製の部品は1割に届かず。Huawei（ファーウェイ）の5G基地局設備を分解すると、アメリカによる制裁で使えなくなる米国部品が約3割に。世界シェアに影響する恐れがあります。ファーウェイ製5G基地局、米製部品が3割日経調査… https://t.co/0vKElGAySl,1
555,紫外線の照射で新型コロナウイルスを不活性化する技術の実用化に向け、理化学研究所が電機や自動車企業と共同事業。飲食店やイベント会場でのウイルス拡散や感染抑制を目指します。https://t.co/8P87CHvnDX,1
556,「それぞれの陣営が代案を提案している」。10月15日のアメリカ大統領選挙候補の第2回テレビ討論会は中止に。新型コロナ感染を受けたオンライン開催に対し、トランプ大統領は対面式を要求していました。https://t.co/dHphHkbXqP,0
557,トランプ氏、対面イベント再開大統領選へ支持訴えhttps://t.co/scZKOkOHnt,0
558,SNSのアカウント乗っ取り二段階認証で対策強化https://t.co/jev5fEi0Ou,0
559,66歳からのダイエット視野広げる新たな出会いhttps://t.co/1v9so1oyBy,0
560,現代アート発信拠点、東京・天王洲に寺田倉庫が開設https://t.co/4c2uq12stq,0
561,快走「チャリノミクス」通勤など利用増、関連株上昇https://t.co/vs0aKh8VoJ,0
562,人への投資を成長戦略に山口慎太郎・東大教授https://t.co/IFt5V4EMKV,0
563,「農業社長」と政治の距離https://t.co/DhgDcai16o,0
564,政府、LNG調達網を脱炭素化豪・東南アジアと連携https://t.co/pGijYylql0,0
565,ファーウェイ製5G基地局、米製部品が3割本社調査https://t.co/6xIoOV3a5l,0
566,米年末商戦、物流の波乱中国発の輸送に遅れhttps://t.co/kvF22k83Bq,0
567,コロナ時代の労災・失業に備える動画で完全理解https://t.co/yUGUHgI05k,0
568,コロナの不安に癒やし花と暮らす「ニューノーマル」https://t.co/xUWz0br8u9,0
569,将棋王座戦、2対2で14日激突有力棋士が動画で解説https://t.co/dfl8QuBue4,0
570,「生涯現役」シニアの働く場探し、自治体がサポートhttps://t.co/uru2KrXrze,0
571,埼玉で100人感染劇団の稽古でクラスターhttps://t.co/hZt7umogj3,0
572,台風14号、三宅島・御蔵島は大雨警報に厳重警戒続くhttps://t.co/QjBt8Xsvra,0
